"TOA5","LSPS Weather","CR800","31766","CR800.Std.27","CPU:EvapTransWxStation_revB.CR8","24097","Hour"
"TIMESTAMP","RECORD","BattV_Min","AirTF_Min","AirTF_Max","AirTF_Avg","RH_Min","RH_Max","SlrkW_Avg","SlrMJ_Tot","WS_mph_Avg","WS_mph_S_WVT","WindDir_D1_WVT","WindDir_SD1_WVT","Rain_in_Tot"
"TS","RN","Volts","Deg F","Deg F","Deg F","%","%","kW/m^2","MJ/m^2","miles/Hour","miles/Hour","Deg","Deg","inch"
"","","Min","Min","Max","Avg","Min","Max","Avg","Tot","Avg","WVc","WVc","WVc","Tot"
"2015-04-20 10:00:00",6548,13.12,57.76,61.87,59.64,41.4,61.97,0.491,1.765892,7.272,7.272,16.53,19.76,0
"2015-04-20 11:00:00",6549,13.19,60.65,64.11,62.46,35.35,48.93,0.594,2.138605,9.07,9.07,19.48,21.01,0
"2015-04-20 12:00:00",6550,13.15,63.55,66.65,65.26,31.19,45.1,0.846,3.045326,9.4,9.4,23.15,19.94,0
"2015-04-20 13:00:00",6551,13.14,65.61,67.85,66.73,29.37,46.28,0.783,2.817534,7.388,7.388,18.77,21.54,0
"2015-04-20 14:00:00",6552,13.13,67.3,70.46,68.49,30.68,51.54,0.905,3.259086,6.529,6.529,22.09,25.5,0
"2015-04-20 15:00:00",6553,13.12,68.7,70.76,69.68,31.29,51.44,0.862,3.102187,5.65,5.65,25.63,25.6,0
"2015-04-20 16:00:00",6554,13.1,69.42,71.48,70.24,31.53,46.92,0.763,2.746291,5.971,5.971,31.47,24.23,0
"2015-04-20 17:00:00",6555,13.11,69.71,71.97,70.79,31.73,49.92,0.591,2.126917,5.26,5.26,30.72,22.18,0
"2015-04-20 18:00:00",6556,13.03,69.42,71.73,70.34,30.54,44.55,0.375,1.351722,4.818,4.818,14.79,22.34,0
"2015-04-20 19:00:00",6557,12.61,67,70.09,68.45,36.46,50.33,0.138,0.4974582,3.483,3.483,16.86,15.26,0
"2015-04-20 20:00:00",6558,12.44,63.19,67.37,65.3,44.8,70.9,0.022,0.08037592,0.283,0.283,18.19,4.751,0
"2015-04-20 21:00:00",6559,12.41,61.38,63.55,62.53,60.97,81.5,0,0.0004871326,0,0,0,0,0
"2015-04-20 22:00:00",6560,12.37,60.23,61.62,60.71,69.96,83.5,0,0.0001220804,0,0,0,0,0
"2015-04-20 23:00:00",6561,12.35,60.05,60.84,60.39,76.76,88.2,0,0.0001251209,0,0,0,0,0
"2015-04-20 24:00:00",6562,12.33,59.86,61.57,60.83,68.08,88.4,0,0.0001231035,0.252,0.252,40.22,3.863,0
"2015-04-21 01:00:00",6563,12.31,59.87,61.57,60.92,68.85,76.18,0,0.0001765816,0.941,0.941,42.78,6.719,0
"2015-04-21 02:00:00",6564,12.3,58.71,60.41,59.71,72.87,79.22,0,0.0001513587,0.996,0.996,41.81,10.02,0
"2015-04-21 03:00:00",6565,12.27,55.63,59.08,57.22,74.36,81.6,0,0.0001988062,1.294,1.294,39.8,6.567,0
"2015-04-21 04:00:00",6566,12.25,54.42,56,55.15,79.18,83.9,0,0.0002684513,0.95,0.95,31.87,10.43,0
"2015-04-21 05:00:00",6567,12.2,52.55,54.92,53.66,79.08,87.8,0,8.276599E-005,0.069,0.069,28.21,4.997,0
"2015-04-21 06:00:00",6568,12.16,52.55,54.68,53.55,75.44,86.5,0,9.085896E-005,0.808,0.808,66.18,10.54,0
"2015-04-21 07:00:00",6569,12.13,52.01,54.2,53.03,78.51,85.2,0.001,0.003883742,0.914,0.914,34.1,14.46,0
"2015-04-21 08:00:00",6570,12.13,51.82,57.18,53.94,71.66,86.5,0.067,0.2401485,1.659,1.659,49.93,15.84,0
"2015-04-21 09:00:00",6571,12.24,56.81,62.84,59.89,54.37,74.39,0.274,0.988052,4.05,4.05,71.6,16.87,0
"2015-04-21 10:00:00",6572,13.03,62.6,67.68,65.2,45.44,60.41,0.502,1.806078,5.286,5.286,87.4,22.79,0
"2015-04-21 11:00:00",6573,13.11,67.02,71.19,69.13,38.18,54.83,0.692,2.490743,4.644,4.644,119.9,31.66,0
"2015-04-21 12:00:00",6574,13.09,70.4,74.44,71.82,35.27,47.12,0.835,3.004949,4.576,4.576,136.7,28.77,0
"2015-04-21 13:00:00",6575,13.05,72.92,75.34,74.05,34.39,45.46,0.927,3.337817,4.535,4.535,146.2,28.43,0
"2015-04-21 14:00:00",6576,13.06,73.22,76.19,74.7,35.73,49.13,0.868,3.123145,4.581,4.581,160.8,29.29,0
"2015-04-21 15:00:00",6577,13.06,73.89,77.29,75.67,35.9,49.54,0.673,2.422555,4.821,4.821,160.8,29.59,0
"2015-04-21 16:00:00",6578,13.05,75.53,77.83,76.67,37.89,46.26,0.775,2.790387,5.887,5.887,163,28.97,0
"2015-04-21 17:00:00",6579,13.04,76.62,78.2,77.51,37.35,46.06,0.64,2.30563,5.432,5.432,164.1,27.76,0
"2015-04-21 18:00:00",6580,13.05,77.04,78.2,77.59,39.24,49.2,0.45,1.618674,5.825,5.825,168.7,26.75,0
"2015-04-21 19:00:00",6581,12.57,74.55,77.83,75.76,44.37,56.45,0.128,0.4599417,3.805,3.805,168.7,24.29,0
"2015-04-21 20:00:00",6582,12.47,72.52,74.98,73.81,52.64,59.47,0.035,0.1267746,2.205,2.205,163.5,20.43,0
"2015-04-21 21:00:00",6583,12.43,71.43,72.95,72.24,56.4,60.73,0,0.0008942549,2.343,2.343,160.3,16.98,0
"2015-04-21 22:00:00",6584,12.41,70.05,71.8,70.99,58.37,62.01,0,0.0002430231,3.821,3.821,153.5,17.82,0
"2015-04-21 23:00:00",6585,12.39,68.35,70.42,69.4,58.71,66.91,0,4.941767E-005,4.321,4.321,153,20.08,0
"2015-04-21 24:00:00",6586,12.37,66.47,68.84,67.56,66.41,73.9,0,3.126425E-005,4.384,4.384,155.2,18.85,0
"2015-04-22 01:00:00",6587,12.35,64.89,66.89,65.9,73.26,78.53,0,0.0001462415,3.292,3.292,160.8,19.18,0
"2015-04-22 02:00:00",6588,12.32,63.57,65.26,64.32,78.03,83.6,0,0.0001987301,3.155,3.155,164.3,20.32,0
"2015-04-22 03:00:00",6589,12.29,62.35,63.87,63.06,83.4,87.6,0,9.987764E-005,1.651,1.651,170.2,19.19,0
"2015-04-22 04:00:00",6590,12.27,61.68,62.66,62.17,87.5,90.4,0,0.0001261109,0.097,0.097,184.3,6.318,0
"2015-04-22 05:00:00",6591,12.25,62.05,64.12,63.04,89,91.7,0,4.338686E-005,0.001,0.001,154.1,0,0
"2015-04-22 06:00:00",6592,12.22,62.29,63.69,62.73,89.4,92.9,0,0.0001140024,0.003,0.003,32.12,0.016,0
"2015-04-22 07:00:00",6593,12.19,62.35,63.08,62.72,92.3,93.1,0.001,0.002079276,0.11,0.11,19.11,1.919,0
"2015-04-22 08:00:00",6594,12.2,62.66,64.06,63.14,91.5,93.3,0.034,0.1237991,0.536,0.536,35.26,5.198,0
"2015-04-22 09:00:00",6595,12.23,63.69,67.93,65.39,86.4,91.8,0.097,0.3487413,0.714,0.714,56.28,30.7,0
"2015-04-22 10:00:00",6596,12.5,67.81,71.92,70.44,83.5,88.9,0.232,0.8334841,3.353,3.353,169,25.8,0
"2015-04-22 11:00:00",6597,12.81,71.56,75.56,73.56,72.64,85.7,0.549,1.974759,4.021,4.021,181.3,29.27,0
"2015-04-22 12:00:00",6598,13,75.17,77.83,76.54,64.18,75.52,0.836,3.009613,4.864,4.864,170,31.48,0
"2015-04-22 13:00:00",6599,13,76.98,78.87,78.05,61.35,71.87,0.676,2.432698,3.962,3.962,175,32.75,0
"2015-04-22 14:00:00",6600,13,77.59,80.5,79.22,59.49,68.06,0.63,2.26774,4.58,4.58,176.4,32.3,0
"2015-04-22 15:00:00",6601,13,78.74,80.7,79.64,61.18,68.6,0.37,1.333559,3.496,3.496,175.8,27.56,0
"2015-04-22 16:00:00",6602,13.01,79.53,81.4,80.5,60.64,68.91,0.374,1.345036,2.881,2.881,172.7,28.42,0
"2015-04-22 17:00:00",6603,12.8,79.23,81.1,80.2,61.14,68.91,0.246,0.8863233,2.946,2.946,177.8,24.76,0
"2015-04-22 18:00:00",6604,12.79,77.83,79.84,78.5,65.53,75.25,0.168,0.6065655,2.503,2.503,179.5,22.66,0
"2015-04-22 19:00:00",6605,12.54,77.23,78.44,77.78,68.8,74.3,0.073,0.2620281,2.793,2.793,171,21.55,0
"2015-04-22 20:00:00",6606,12.46,75.35,77.59,76.49,69.21,75.42,0.024,0.08511548,2.869,2.869,165,22.39,0
"2015-04-22 21:00:00",6607,12.36,73.01,75.65,74.43,73.29,79.59,0,0.0006028467,1.942,1.942,181.5,22.86,0
"2015-04-22 22:00:00",6608,12.41,72.04,73.32,72.6,79.36,82.6,0,7.158104E-005,2.481,2.481,180.9,20.48,0
"2015-04-22 23:00:00",6609,12.39,71.01,72.47,71.74,82,86.6,0,7.360428E-005,0.446,0.446,195.6,15.21,0
"2015-04-22 24:00:00",6610,12.37,70.58,71.55,71.16,84.7,87.2,0,0.0001008459,0.483,0.483,152.1,13.92,0
"2015-04-23 01:00:00",6611,12.36,70.1,71.44,70.91,86.9,89.9,0,3.32813E-005,0.705,0.705,161.7,12.43,0
"2015-04-23 02:00:00",6612,12.34,69.38,70.47,70.05,89.5,92.1,0,8.673309E-005,1.781,1.781,153.9,16.21,0
"2015-04-23 03:00:00",6613,12.3,69.2,69.81,69.54,92,93.1,0,0.0001079121,0.831,0.831,159.2,11.76,0
"2015-04-23 04:00:00",6614,12.28,69.02,69.75,69.35,92.6,94.3,0,0.0001543042,1.294,1.294,37.43,6.661,0
"2015-04-23 05:00:00",6615,12.26,68.17,69.45,68.86,94.1,95.5,0,0.0001845599,1.518,1.518,94.6,53.91,0
"2015-04-23 06:00:00",6616,12.23,67.92,69.2,68.5,95.2,96.2,0,0.0001472445,1.136,1.136,179.6,16.69,0
"2015-04-23 07:00:00",6617,12.21,68.65,69.26,68.93,94.2,95.3,0.001,0.003573202,2.971,2.971,171,29.59,0
"2015-04-23 08:00:00",6618,12.21,68.84,70.36,69.52,93.3,95,0.016,0.05719039,0.759,0.759,171,44.07,0
"2015-04-23 09:00:00",6619,12.26,69.99,71.86,70.96,89.6,93.5,0.09,0.3222519,1.666,1.666,173.6,22.02,0
"2015-04-23 10:00:00",6620,12.37,71.49,72.89,72.23,86.6,90.3,0.119,0.4281137,2.164,2.164,180,23.38,0
"2015-04-23 11:00:00",6621,12.35,71.92,74.39,73.16,82.7,88.6,0.22,0.7931235,1.556,1.556,176.6,27.39,0
"2015-04-23 12:00:00",6622,12.74,74.02,77.1,75.05,78.59,85.8,0.311,1.118277,1.869,1.869,181.2,27.8,0
"2015-04-23 13:00:00",6623,12.93,76.44,79.23,77.59,73.6,83.1,0.485,1.746189,2.282,2.282,179.1,31.65,0
"2015-04-23 14:00:00",6624,12.99,77.47,80.8,79.4,69.82,79.6,0.662,2.383246,2.353,2.353,165.9,39.23,0
"2015-04-23 15:00:00",6625,12.99,79.11,82.6,80.9,65.29,76.66,0.69,2.485633,3.628,3.628,182.8,33.44,0
"2015-04-23 16:00:00",6626,12.97,81.9,84.9,83.3,62.07,73.15,0.729,2.625889,2.375,2.375,167.9,66.68,0
"2015-04-23 17:00:00",6627,12.98,83,84.8,84,60.79,70.77,0.479,1.724831,1.407,1.407,219.4,23.44,0
"2015-04-23 18:00:00",6628,12.88,82.8,84.9,83.8,61.06,71.32,0.283,1.02026,1.351,1.351,213.5,18.18,0
"2015-04-23 19:00:00",6629,12.62,81.2,83.8,82.7,64.14,73.73,0.124,0.4471617,1.046,1.046,81.3,15.45,0
"2015-04-23 20:00:00",6630,12.49,78.74,81.6,80.3,71.23,81.3,0.02,0.07217076,2.03,2.03,39.9,18.76,0
"2015-04-23 21:00:00",6631,12.44,77.04,79.05,78.03,81,83.5,0,0.0005130073,3.501,3.501,57.7,15.31,0
"2015-04-23 22:00:00",6632,12.42,76.26,77.41,76.88,80.9,83.1,0,9.576214E-005,4.04,4.04,81.9,17.47,0
"2015-04-23 23:00:00",6633,12.39,75.77,76.75,76.21,81.6,85.3,0,0.0001562637,3.9,3.9,90,16.05,0
"2015-04-23 24:00:00",6634,12.38,75.24,76.21,75.72,82.8,87.2,0,0.0001754237,3.331,3.331,103.4,26.75,0
"2015-04-24 01:00:00",6635,12.37,75.61,76.83,76.31,85.5,87.6,0,0.0001582846,2.733,2.733,159.3,20.94,0
"2015-04-24 02:00:00",6636,12.35,74.88,76.34,75.49,87.4,89,0,0.0002923729,1.667,1.667,166.1,18.56,0
"2015-04-24 03:00:00",6637,12.32,74.23,75.31,74.68,88.2,90.1,0,0.0002540619,1.808,1.808,176.8,21.08,0
"2015-04-24 04:00:00",6638,12.3,73.56,74.53,73.98,89.9,93,0,0.0002359147,2.749,2.749,179.3,24.33,0
"2015-04-24 05:00:00",6639,12.28,73.01,73.98,73.48,92.8,94.7,0,0.0001744155,0.734,0.734,204,16.09,0
"2015-04-24 06:00:00",6640,12.24,72.53,73.44,72.97,94.5,96.3,0,0.0001189659,1.076,1.076,131.3,10.44,0
"2015-04-24 07:00:00",6641,12.23,72.28,73.38,72.71,95.8,97,0,0.0002439852,3.311,3.311,151.1,36.48,0.01
"2015-04-24 08:00:00",6642,12.2,71.86,72.77,72.31,95.8,97,0,0.0007460828,1.117,1.117,212.2,52.32,0.22
"2015-04-24 09:00:00",6643,12.19,68.52,72.34,69.46,93.6,97.1,0.002,0.007527066,1.479,1.479,207.8,27.22,0.33
"2015-04-24 10:00:00",6644,12.19,68.41,69.75,68.87,95.9,97.4,0.077,0.2783607,3.595,3.595,86.4,20.86,0.04
"2015-04-24 11:00:00",6645,12.6,69.08,72.89,71.02,87.9,96.7,0.441,1.587589,5.838,5.838,136.5,32.03,0
"2015-04-24 12:00:00",6646,13.01,72.65,79.29,76.18,68.5,91,0.639,2.300263,4.907,4.907,157,23.28,0
"2015-04-24 13:00:00",6647,13,78.44,81.8,80.1,67.08,75.72,0.828,2.98247,6.263,6.263,162.6,25.58,0
"2015-04-24 14:00:00",6648,12.96,79.9,82,81.1,68.53,77.24,0.688,2.475888,7.036,7.036,170.4,27.31,0
"2015-04-24 15:00:00",6649,12.65,79.96,82.4,81.3,70.39,79.09,0.422,1.519319,4.947,4.947,173.5,27.72,0
"2015-04-24 16:00:00",6650,12.81,80,83.7,82,70.69,80.3,0.39,1.403008,4.302,4.302,170.6,27.87,0
"2015-04-24 17:00:00",6651,12.95,82.1,85,83.5,69.78,79.09,0.496,1.784826,4.846,4.846,171.8,26.76,0
"2015-04-24 18:00:00",6652,12.77,82,85,83.5,66.37,74.03,0.276,0.9952579,6.355,6.355,175.5,26.07,0
"2015-04-24 19:00:00",6653,12.61,80.3,82.4,81.3,70.02,74.44,0.106,0.3820457,5.611,5.611,174.6,24.66,0
"2015-04-24 20:00:00",6654,12.47,77.83,80.5,79.11,70.69,77,0.034,0.1236567,3.897,3.897,178.6,24.84,0
"2015-04-24 21:00:00",6655,12.44,76.44,78.26,77.1,76.02,82,0,0.0005856454,2.312,2.312,178.9,22.11,0
"2015-04-24 22:00:00",6656,12.41,75.84,76.81,76.14,81.6,84.7,0,0.0001360987,3.72,3.72,189.4,23.84,0
"2015-04-24 23:00:00",6657,12.4,75.42,76.27,75.75,84.4,87.8,0,0.0001834892,4.107,4.107,192.8,24.78,0
"2015-04-24 24:00:00",6658,12.38,75.36,75.91,75.63,87.4,89.3,0,0.0002369228,3.899,3.899,186.8,25.22,0
"2015-04-25 01:00:00",6659,12.36,74.1,75.8,75.06,89.1,93.2,0,0.0002964056,1.791,1.791,57.83,62.24,0
"2015-04-25 02:00:00",6660,12.35,73.74,74.53,74.08,92.8,94.2,0,0.0002318819,1.304,1.304,149.3,43.5,0
"2015-04-25 03:00:00",6661,12.32,73.62,75.02,74.37,89.4,94.6,0,0.0002016365,2.994,2.994,180,24.47,0
"2015-04-25 04:00:00",6662,12.31,73.07,74.59,73.8,90.5,93,0,0.0002802747,0.623,0.623,191.9,10.73,0
"2015-04-25 05:00:00",6663,12.28,72.53,73.62,73.24,92.4,94.4,0,0.0002591048,0.235,0.235,172.4,9.94,0
"2015-04-25 06:00:00",6664,12.25,72.65,73.92,73.38,93.5,94.8,0,0.0001199777,2.773,2.773,188.3,20.96,0
"2015-04-25 07:00:00",6665,12.23,73.19,74.11,73.63,91.9,95.8,0,0.0003579056,3.007,3.007,207.3,45.03,0.03
"2015-04-25 08:00:00",6666,12.22,71.62,73.62,72.56,92.2,94.9,0.009,0.03345428,3.874,3.874,191.3,41.06,0.04
"2015-04-25 09:00:00",6667,12.23,69.85,71.98,70.76,90,93.7,0.056,0.2010213,3.122,3.122,199.8,24.93,0
"2015-04-25 10:00:00",6668,12.25,69.31,70.77,69.85,88.3,92.7,0.149,0.5368382,1.928,1.928,226.9,28.78,0
"2015-04-25 11:00:00",6669,12.83,70.71,78.32,75.33,72.19,91.1,0.68,2.449145,2.956,2.956,254.5,29.21,0
"2015-04-25 12:00:00",6670,12.98,77.9,82.2,80.2,65.09,79.4,0.843,3.035378,3.118,3.118,256.9,32.82,0
"2015-04-25 13:00:00",6671,12.96,81.8,85.6,84.2,38.87,73.46,0.925,3.328567,2.747,2.747,273.6,32.52,0
"2015-04-25 14:00:00",6672,12.96,84.9,86.9,85.9,36.91,51.17,0.959,3.452745,2.964,2.964,259.8,33.73,0
"2015-04-25 15:00:00",6673,12.95,86.1,88.6,87.3,37.65,54.44,0.92,3.310496,2.637,2.637,261.7,34.56,0
"2015-04-25 16:00:00",6674,12.95,87.1,89.6,88.5,24.29,49.01,0.835,3.005839,2.18,2.18,260.4,30.54,0
"2015-04-25 17:00:00",6675,12.94,88.5,89.6,89.2,24.89,41.76,0.675,2.431019,0.958,0.958,253.9,27.92,0
"2015-04-25 18:00:00",6676,12.94,87.7,89.7,88.5,28.81,40.82,0.473,1.704425,1.872,1.872,204.5,20.72,0
"2015-04-25 19:00:00",6677,12.63,85.1,88.1,87,31.51,47.13,0.255,0.9172902,0.98,0.98,195.4,12.03,0
"2015-04-25 20:00:00",6678,12.48,79.05,85.6,82.3,43.79,64.79,0.055,0.1986074,0.271,0.271,180.2,7.787,0
"2015-04-25 21:00:00",6679,12.44,76.92,79.66,78.05,60.57,73.46,0.001,0.002137633,1.488,1.488,158.5,11.19,0
"2015-04-25 22:00:00",6680,12.41,75.97,77.35,76.8,72.65,79.99,0,0.0001935615,3.392,3.392,165.8,22.52,0
"2015-04-25 23:00:00",6681,12.4,74.29,76.28,75.28,79.82,85.2,0,0.0003125364,3.539,3.539,171.1,23.7,0
"2015-04-25 24:00:00",6682,12.38,72.47,74.47,73.57,85.1,90.1,0,0.0003135473,2.731,2.731,176.7,22.88,0
"2015-04-26 01:00:00",6683,12.36,71.19,73.01,72.06,89.9,93.6,0,0.0002087237,2.302,2.302,181,21.95,0
"2015-04-26 02:00:00",6684,12.34,70.11,71.56,70.93,93.5,95.5,0,0.0002208666,2.088,2.088,181.1,21.85,0
"2015-04-26 03:00:00",6685,12.3,69.08,70.42,69.78,95.3,96,0,0.0002874294,1.642,1.642,177.4,21.03,0
"2015-04-26 04:00:00",6686,12.28,67.5,69.38,68.45,95.5,97,0,0.0003227278,0.766,0.766,196.1,12.12,0
"2015-04-26 05:00:00",6687,12.26,67.92,68.9,68.32,95.5,97.3,0,0.0001553127,3.183,3.183,197.6,22.35,0
"2015-04-26 06:00:00",6688,12.24,67.8,68.53,68.17,92.7,95.6,0,0.0001926281,1.394,1.394,201.8,18.52,0
"2015-04-26 07:00:00",6689,12.22,67.62,68.53,68.09,91.4,92.8,0.002,0.0088024,2.44,2.44,199.2,19.4,0
"2015-04-26 08:00:00",6690,12.21,68.17,69.38,68.78,89.2,91.8,0.034,0.1221646,1.84,1.84,192.2,28.9,0
"2015-04-26 09:00:00",6691,12.25,69.08,72.65,70.33,78.45,90.3,0.18,0.6494241,2.523,2.523,173.7,29.15,0
"2015-04-26 10:00:00",6692,12.72,71.98,74.4,73.12,73.42,82,0.34,1.225642,0.858,0.858,180.2,43.82,0
"2015-04-26 11:00:00",6693,12.57,72.92,75.31,74.25,72.3,82.3,0.239,0.8605811,2.603,2.603,165.9,47.4,0
"2015-04-26 12:00:00",6694,12.56,72.45,74.71,73.19,79.15,84.9,0.203,0.7295882,2.634,2.634,27.98,75.17,0
"2015-04-26 13:00:00",6695,12.87,74.59,80.1,78,65.87,82.6,0.7,2.521026,5.118,5.118,99.9,43.61,0
"2015-04-26 14:00:00",6696,13.01,78.5,82.8,80.8,59.66,76.13,0.778,2.799712,5.362,5.362,115,30.54,0
"2015-04-26 15:00:00",6697,13,80.6,82.3,81.4,60.47,72.41,0.691,2.487394,5.721,5.721,124.5,38.72,0
"2015-04-26 16:00:00",6698,12.99,81.5,83.8,82.5,59.93,70.25,0.752,2.707182,6.429,6.429,172.5,27.15,0
"2015-04-26 17:00:00",6699,12.99,81.5,84.6,82.8,55.5,68.09,0.591,2.128641,5.61,5.61,159.8,25.77,0
"2015-04-26 18:00:00",6700,12.81,80.6,83.1,82,63.33,71.1,0.371,1.334402,5.546,5.546,165.8,26.27,0
"2015-04-26 19:00:00",6701,12.66,80.6,82,81.2,63,70.73,0.159,0.571793,5.184,5.184,158.3,23.42,0
"2015-04-26 20:00:00",6702,12.5,79.29,81.5,80.5,63.91,70.46,0.069,0.248597,4.424,4.424,147.4,19.45,0
"2015-04-26 21:00:00",6703,12.46,77.77,79.66,78.83,70.09,75.59,0.001,0.003086105,4.897,4.897,154.4,21.04,0
"2015-04-26 22:00:00",6704,12.43,75.54,78.02,76.79,74.68,81.3,0,0.0002318499,4.93,4.93,157.2,22.66,0
"2015-04-26 23:00:00",6705,12.42,73.98,75.9,74.71,79.45,82.3,0,0.000334714,3.665,3.665,151.8,20.65,0
"2015-04-26 24:00:00",6706,12.4,72.89,74.41,73.89,79.53,86.4,0,0.0002570865,3.737,3.737,137,26.42,0
"2015-04-27 01:00:00",6707,12.37,72.83,73.62,73.19,85.9,92.2,0,0.0001532437,3.671,3.671,88.2,43.36,0
"2015-04-27 02:00:00",6708,12.35,73.26,75.02,74.23,86.9,91.4,0,0.0001451783,4.677,4.677,88.1,21.28,0
"2015-04-27 03:00:00",6709,12.34,72.28,74.83,73.65,87.4,95.6,0,0.0002298656,3.092,3.092,31.19,36.2,0.18
"2015-04-27 04:00:00",6710,12.29,63.6,72.52,68.84,90.2,96.8,0,0.000289357,5.537,5.537,295.8,27.99,0.4
"2015-04-27 05:00:00",6711,12.26,63.61,64.46,64.01,92.3,96.6,0,8.370537E-005,7.829,7.829,50.07,33.53,0.11
"2015-04-27 06:00:00",6712,12.24,63.37,64.53,63.95,86.5,94.4,0,0.0001129735,11.53,11.53,48.52,14.05,0
"2015-04-27 07:00:00",6713,12.19,63.2,64.47,63.69,85.6,90.6,0.001,0.002649263,6.76,6.76,62.69,19.09,0
"2015-04-27 08:00:00",6714,12.19,63.27,65.03,64.01,88.3,93.6,0.061,0.2198137,4.427,4.427,84.8,22.72,0
"2015-04-27 09:00:00",6715,12.38,64.72,67.44,65.83,83.9,90,0.208,0.7487605,5.62,5.62,75.78,20.02,0
"2015-04-27 10:00:00",6716,12.88,67.2,71.13,69.24,75.38,86.5,0.48,1.726272,5.88,5.88,67.18,21.16,0
"2015-04-27 11:00:00",6717,12.87,70.04,73.62,71.29,68.49,81.7,0.418,1.506299,3.995,3.995,74.2,19.76,0
"2015-04-27 12:00:00",6718,13.04,72.27,76.38,74.71,64.55,77.04,0.811,2.920938,3.51,3.51,104.9,46.62,0
"2015-04-27 13:00:00",6719,13.02,76.07,79.29,77.75,59.52,73.16,0.911,3.279218,2.211,2.211,181.9,40.19,0
"2015-04-27 14:00:00",6720,13.02,78.38,81.2,79.98,60.5,70.59,0.934,3.361411,2.404,2.404,167.6,40.3,0
"2015-04-27 15:00:00",6721,13,80.4,83.4,81.5,59.36,71.74,0.741,2.668149,2.912,2.912,225.5,39.97,0
"2015-04-27 16:00:00",6722,12.98,81.2,83.4,82.5,60.19,72.41,0.775,2.790081,2.819,2.819,267,37.55,0
"2015-04-27 17:00:00",6723,12.98,82.3,84.2,83.4,57.25,68.69,0.656,2.362249,2.653,2.653,278,30.28,0
"2015-04-27 18:00:00",6724,12.91,81.1,83.7,82.5,58.9,68.14,0.488,1.755443,4.037,4.037,296.6,26.66,0
"2015-04-27 19:00:00",6725,12.63,75.1,82.8,78.57,58.47,79.13,0.24,0.8646586,5.052,5.052,52.98,51.8,0
"2015-04-27 20:00:00",6726,12.48,72.14,75.46,73.49,76.33,85.5,0.033,0.1202834,5.729,5.729,78.93,15.78,0
"2015-04-27 21:00:00",6727,12.43,70.4,72.51,71.31,85.4,89,0,0.001680554,2.815,2.815,50.72,18.76,0
"2015-04-27 22:00:00",6728,12.41,69.56,70.76,69.94,88.4,91,0,0.0001139516,2.318,2.318,56.43,17.45,0
"2015-04-27 23:00:00",6729,12.38,67.68,70.36,69.67,83.1,90.1,0,3.73154E-005,4.155,4.155,134.9,63,0.12
"2015-04-27 24:00:00",6730,12.37,66.1,67.56,66.98,90.1,95.2,0,3.933245E-005,1.151,1.151,291.7,26.46,0.09
"2015-04-28 01:00:00",6731,12.34,63.31,66.28,64.57,92.9,95,0,6.353758E-005,1.601,1.601,335.5,28.6,0
"2015-04-28 02:00:00",6732,12.31,62.47,63.68,62.94,93.1,95.4,0,5.649444E-005,3.031,3.031,333.3,34.45,0
"2015-04-28 03:00:00",6733,12.3,61.56,62.96,62.19,94.7,95.4,0,5.64965E-005,0.979,0.979,356.1,18.17,0.01
"2015-04-28 04:00:00",6734,12.27,61.32,62.78,62.13,94.4,96.1,0,5.044334E-005,1.097,1.097,1.689,15.86,0
"2015-04-28 05:00:00",6735,12.24,62.35,63.08,62.72,93.2,95.1,0,4.33813E-005,1.849,1.849,14.4,17.6,0
"2015-04-28 06:00:00",6736,12.22,61.99,63.02,62.5,93.1,94.6,0,0.0001392237,1.179,1.179,303.7,16.88,0
"2015-04-28 07:00:00",6737,12.18,59.92,62.41,61.42,93.6,96.1,0,0.0009947433,2.455,2.455,298.6,25.26,0
"2015-04-28 08:00:00",6738,12.18,58.1,60.23,59.14,96,96.8,0.014,0.05009628,3.828,3.828,297.4,25.22,0
"2015-04-28 09:00:00",6739,12.2,58.04,58.77,58.36,94.1,96.4,0.059,0.2131458,4.344,4.344,305,27.61,0.01
"2015-04-28 10:00:00",6740,12.2,57.67,58.59,57.99,94.3,96.5,0.067,0.2425386,4.012,4.012,300.5,24.71,0
"2015-04-28 11:00:00",6741,12.22,57.19,58.34,57.76,92.5,96.5,0.095,0.3413129,4.738,4.738,1.687,33.41,0
"2015-04-28 12:00:00",6742,12.31,56.82,58.22,57.56,91.4,94.9,0.102,0.3656106,2.853,2.853,359.1,30.52,0
"2015-04-28 13:00:00",6743,12.37,56.16,57.8,56.84,92.3,95.8,0.113,0.4059442,2.569,2.569,351,33.87,0
"2015-04-28 14:00:00",6744,12.33,56.21,59.26,57.49,82.5,94.7,0.173,0.6235091,2.347,2.347,340.1,38.35,0
"2015-04-28 15:00:00",6745,12.52,57.61,58.65,58.01,81.2,87.7,0.139,0.4995883,2.587,2.587,336,37.2,0
"2015-04-28 16:00:00",6746,12.51,56.95,58.59,57.83,80.3,86.3,0.112,0.4043494,2.474,2.474,330.6,39.05,0
"2015-04-28 17:00:00",6747,12.4,56.83,58.95,57.73,78.17,84.2,0.086,0.3085433,2.774,2.774,334,40.89,0
"2015-04-28 18:00:00",6748,12.35,57.01,58.95,57.85,76.79,84.3,0.096,0.3457559,2.577,2.577,343.1,34.58,0
"2015-04-28 19:00:00",6749,12.31,58.04,59.13,58.5,75.17,80.4,0.067,0.2417679,2.927,2.927,330,37.82,0
